"participant-ID","male","av/Car","perspective","passedSanCheck","perceivedCar","perceivedIden","confidence","trial","decision"
"SGG06","False","False","PedLarge","True","Computer (AV)","Beobachter","77","smallGroups","hitAdults"
"AAO12","True","False","Passenger","True","Computer (AV)","Mitfahrer","100","smallGroups","hitChildren"
"AAO12","True","False","Passenger","True","Computer (AV)","Mitfahrer","100","largeGroups","hitChildren"
"DJU04","True","False","PedSmall","True","Mensch","Fußgänger","64","largeGroups","hitChildren"
"DJU04","True","False","PedSmall","True","Mensch","Fußgänger","73","smallGroups","hitChildren"
"MNO06","True","True","PedLarge","True","Computer (AV)","Mitfahrer","62","smallGroups","hitAdults"
"MNO06","True","True","PedLarge","True","Computer (AV)","Mitfahrer","75","largeGroups","hitAdults"
"CFM08","True","False","PedSmall","True","Mensch","Fußgänger","82","largeGroups","hitAdults"
"CFM08","True","False","PedSmall","True","Mensch","Fußgänger","76","smallGroups","hitAdults"
"CDM06","False","True","Observer","True","Computer (AV)","Beobachter","77","smallGroups","hitAdults"
"CDM06","False","True","Observer","True","Computer (AV)","Beobachter","73","largeGroups","hitAdults"
"GNI09","False","False","Passenger","True","Computer (AV)","Beobachter","63","largeGroups","hitChildren"
"GNI09","False","False","Passenger","True","Computer (AV)","Beobachter","61","smallGroups","hitAdults"
"SSG07","False","False","Passenger","True","Computer (AV)","Mitfahrer","50","smallGroups","hitChildren"
"SSG07","False","False","Passenger","True","Computer (AV)","Mitfahrer","75","largeGroups","hitChildren"
"SHB07","True","True","Passenger","True","Computer (AV)","Beobachter","77","largeGroups","hitChildren"
"SHB07","True","True","Passenger","True","Computer (AV)","Beobachter","68","smallGroups","hitChildren"
"BFU06","True","True","PedSmall","True","Computer (AV)","Fußgänger","71","smallGroups","hitAdults"
"BFU06","True","True","PedSmall","True","Computer (AV)","Fußgänger","73","largeGroups","hitChildren"
"GHN08","True","True","PedLarge","True","Computer (AV)","Fußgänger","50","smallGroups","hitAdults"
"GHN08","True","True","PedLarge","True","Computer (AV)","Fußgänger","50","largeGroups","hitAdults"
"INL05","False","False","PedLarge","True","Mensch","Beobachter","78","largeGroups","hitAdults"
"INL05","False","False","PedLarge","True","Mensch","Beobachter","85","smallGroups","hitAdults"
"MMG12","False","False","Observer","True","Computer (AV)","Mitfahrer","36","largeGroups","hitAdults"
"MMG12","False","False","Observer","True","Computer (AV)","Mitfahrer","52","smallGroups","hitAdults"
"JSE02","True","False","Observer","True","Mensch","Beobachter","19","smallGroups","hitAdults"
"JSE02","True","False","Observer","True","Mensch","Beobachter","11","largeGroups","hitAdults"
"MSW06","True","False","PedSmall","True","Mensch","Fußgänger","66","largeGroups","hitAdults"
"MSW06","True","False","PedSmall","True","Mensch","Fußgänger","65","smallGroups","hitAdults"
"URH09","True","True","PedLarge","True","Computer (AV)","Fußgänger","100","smallGroups","hitChildren"
"URH09","True","True","PedLarge","True","Computer (AV)","Fußgänger","81","largeGroups","hitChildren"
"ORK08","True","True","PedLarge","True","Computer (AV)","Beobachter","30","smallGroups","hitAdults"
"ORK08","True","True","PedLarge","True","Computer (AV)","Beobachter","23","largeGroups","hitChildren"
"MNB10","True","True","Observer","True","Mensch","Beobachter","100","smallGroups","hitAdults"
"MNB10","True","True","Observer","True","Mensch","Beobachter","50","largeGroups","hitAdults"
"INS06","True","False","Observer","True","Mensch","Beobachter","2","smallGroups","hitAdults"
"INS06","True","False","Observer","True","Mensch","Beobachter","3","largeGroups","hitAdults"
"BSH09","True","True","PedSmall","True","Computer (AV)","Fußgänger","40","largeGroups","hitAdults"
"BSH09","True","True","PedSmall","True","Computer (AV)","Fußgänger","64","smallGroups","hitAdults"
"AHN06","True","False","Observer","True","Mensch","Beobachter","24","smallGroups","hitChildren"
"AHN06","True","False","Observer","True","Mensch","Beobachter","26","largeGroups","hitChildren"
"UHN05","False","False","PedSmall","True","Mensch","Fußgänger","65","smallGroups","hitAdults"
"UHN05","False","False","PedSmall","True","Mensch","Fußgänger","50","largeGroups","hitAdults"
"1","False","True","Passenger","True","Computer (AV)","Mitfahrer","25","smallGroups","hitChildren"
"1","False","True","Passenger","True","Computer (AV)","Mitfahrer","14","largeGroups","hitChildren"
"GIB11","False","False","PedLarge","False","Mensch","Beobachter","14","smallGroups","hitChildren"
"GIB11","False","False","PedLarge","False","Mensch","Beobachter","9","largeGroups","hitAdults"
"STN09","False","False","PedSmall","True","Computer (AV)","Mitfahrer","26","largeGroups","hitAdults"
"STN09","False","False","PedSmall","True","Computer (AV)","Mitfahrer","41","smallGroups","hitChildren"
"ATC06","True","True","Observer","True","Mensch","Beobachter","34","smallGroups","hitAdults"
"ATC06","True","True","Observer","True","Mensch","Beobachter","35","largeGroups","hitAdults"
"UEG08","True","True","Passenger","False","Computer (AV)","Mitfahrer","100","largeGroups","hitAdults"
"UEG08","True","True","Passenger","False","Computer (AV)","Mitfahrer","100","smallGroups","hitAdults"
"AHF07","True","False","Passenger","True","Mensch","Mitfahrer","60","smallGroups","hitAdults"
"AHF07","True","False","Passenger","True","Mensch","Mitfahrer","100","largeGroups","hitAdults"
"GNM12","True","True","Observer","True","Computer (AV)","Mitfahrer","0","smallGroups","hitChildren"
"GNM12","True","True","Observer","True","Computer (AV)","Mitfahrer","0","largeGroups","hitChildren"
"MSS09","False","True","PedLarge","True","Computer (AV)","Fußgänger","75","largeGroups","hitAdults"
"MSS09","False","True","PedLarge","True","Computer (AV)","Fußgänger","63","smallGroups","hitAdults"
"NIO11","False","False","PedLarge","True","Computer (AV)","Beobachter","0","smallGroups","hitAdults"
"NIO11","False","False","PedLarge","True","Computer (AV)","Beobachter","65","largeGroups","hitAdults"
"ALA01","True","True","PedLarge","True","Computer (AV)","Fußgänger","64","largeGroups","hitChildren"
"ALA01","True","True","PedLarge","True","Computer (AV)","Fußgänger","27","smallGroups","hitChildren"
"NSV02","False","True","Passenger","False","Mensch","Mitfahrer","39","largeGroups","hitAdults"
"NSV02","False","True","Passenger","False","Mensch","Mitfahrer","42","smallGroups","hitChildren"
"ASE12","True","False","PedSmall","True","Mensch","Fußgänger","100","smallGroups","hitAdults"
"ASE12","True","False","PedSmall","True","Mensch","Fußgänger","100","largeGroups","hitAdults"
"LAS03","True","True","PedLarge","True","Computer (AV)","Beobachter","23","largeGroups","hitChildren"
"LAS03","True","True","PedLarge","True","Computer (AV)","Beobachter","1","smallGroups","hitChildren"
"MFS06","True","False","Observer","True","Mensch","Fußgänger","20","largeGroups","hitChildren"
"MFS06","True","False","Observer","True","Mensch","Fußgänger","24","smallGroups","hitAdults"
"MRW09","True","True","PedSmall","True","Computer (AV)","Beobachter","78","smallGroups","hitAdults"
"MRW09","True","True","PedSmall","True","Computer (AV)","Beobachter","79","largeGroups","hitAdults"
"UZG02","False","True","Observer","True","Computer (AV)","Beobachter","74","largeGroups","hitAdults"
"UZG02","False","True","Observer","True","Computer (AV)","Beobachter","0","smallGroups","hitChildren"
"RMD07","False","False","PedLarge","False","Mensch","Beobachter","100","smallGroups","hitAdults"
"RMD07","False","False","PedLarge","False","Mensch","Beobachter","74","largeGroups","hitAdults"
"ESO08","False","True","PedLarge","True","Computer (AV)","Mitfahrer","50","largeGroups","hitAdults"
"ESO08","False","True","PedLarge","True","Computer (AV)","Mitfahrer","73","smallGroups","hitAdults"
"CTP04","True","True","Observer","True","Computer (AV)","Fußgänger","100","smallGroups","hitAdults"
"CTP04","True","True","Observer","True","Computer (AV)","Fußgänger","100","largeGroups","hitChildren"
"ADB06","False","False","PedSmall","True","Mensch","Beobachter","100","smallGroups","hitAdults"
"ADB06","False","False","PedSmall","True","Mensch","Beobachter","71","largeGroups","hitAdults"
"SOO09","True","True","PedLarge","True","Computer (AV)","Beobachter","71","smallGroups","hitAdults"
"SOO09","True","True","PedLarge","True","Computer (AV)","Beobachter","68","largeGroups","hitAdults"
"ATH09","True","False","PedLarge","True","Computer (AV)","Fußgänger","42","smallGroups","hitChildren"
"ATH09","True","False","PedLarge","True","Computer (AV)","Fußgänger","30","largeGroups","hitChildren"
"EDN04","False","False","PedLarge","True","Mensch","Fußgänger","77","largeGroups","hitAdults"
"EDN04","False","False","PedLarge","True","Mensch","Fußgänger","50","smallGroups","hitAdults"
"RLF04","True","True","Observer","True","Computer (AV)","Fußgänger","68","largeGroups","hitChildren"
"RLF04","True","True","Observer","True","Computer (AV)","Fußgänger","0","smallGroups","hitAdults"
"HDB03","True","False","PedLarge","True","Computer (AV)","Beobachter","66","largeGroups","hitChildren"
"HDB03","True","False","PedLarge","True","Computer (AV)","Beobachter","66","smallGroups","hitAdults"
"ATH08","True","True","Observer","True","Computer (AV)","Beobachter","17","largeGroups","hitAdults"
"ATH08","True","True","Observer","True","Computer (AV)","Beobachter","7","smallGroups","hitAdults"
"BSK03","False","True","PedLarge","True","Computer (AV)","Fußgänger","100","largeGroups","hitAdults"
"BSK03","False","True","PedLarge","True","Computer (AV)","Fußgänger","100","smallGroups","hitAdults"
"PRW01","True","False","PedSmall","True","Mensch","Fußgänger","29","largeGroups","hitAdults"
"PRW01","True","False","PedSmall","True","Mensch","Fußgänger","90","smallGroups","hitChildren"
"RDL03","False","False","PedLarge","True","Mensch","Beobachter","60","smallGroups","hitAdults"
"RDL03","False","False","PedLarge","True","Mensch","Beobachter","68","largeGroups","hitAdults"
"GNM07","False","False","Passenger","True","Computer (AV)","Mitfahrer","10","smallGroups","hitAdults"
"GNM07","False","False","Passenger","True","Computer (AV)","Mitfahrer","0","largeGroups","hitAdults"
"PVG05","False","True","PedSmall","True","Computer (AV)","Fußgänger","37","largeGroups","hitAdults"
"PVG05","False","True","PedSmall","True","Computer (AV)","Fußgänger","40","smallGroups","hitChildren"
"ANG04","False","False","PedSmall","True","Mensch","Fußgänger","38","largeGroups","hitAdults"
"ANG04","False","False","PedSmall","True","Mensch","Fußgänger","29","smallGroups","hitAdults"
"GSM03","True","True","Passenger","True","Computer (AV)","Mitfahrer","0","largeGroups","hitChildren"
"GSM03","True","True","Passenger","True","Computer (AV)","Mitfahrer","10","smallGroups","hitChildren"
"MRI02","True","True","Passenger","True","Computer (AV)","Mitfahrer","33","largeGroups","hitAdults"
"MRI02","True","True","Passenger","True","Computer (AV)","Mitfahrer","35","smallGroups","hitAdults"
"UDW08","True","True","PedSmall","True","Computer (AV)","Beobachter","100","largeGroups","hitAdults"
"UDW08","True","True","PedSmall","True","Computer (AV)","Beobachter","100","smallGroups","hitAdults"
"ILG08","False","True","Observer","True","Computer (AV)","Beobachter","0","smallGroups","hitChildren"
"ILG08","False","True","Observer","True","Computer (AV)","Beobachter","0","largeGroups","hitAdults"
"CDN09","False","True","Observer","True","Computer (AV)","Beobachter","27","smallGroups","hitAdults"
"CDN09","False","True","Observer","True","Computer (AV)","Beobachter","33","largeGroups","hitAdults"
"CHT12","False","True","Passenger","True","Computer (AV)","Mitfahrer","28","largeGroups","hitChildren"
"CHT12","False","True","Passenger","True","Computer (AV)","Mitfahrer","25","smallGroups","hitChildren"
"DDG05","False","True","Observer","True","Computer (AV)","Beobachter","55","largeGroups","hitAdults"
"DDG05","False","True","Observer","True","Computer (AV)","Beobachter","56","smallGroups","hitAdults"
"GNN01","False","False","Observer","True","Computer (AV)","Fußgänger","66","smallGroups","hitAdults"
"GNN01","False","False","Observer","True","Computer (AV)","Fußgänger","71","largeGroups","hitAdults"
"KSS05","False","True","PedLarge","False","Computer (AV)","Beobachter","28","smallGroups","hitChildren"
"KSS05","False","True","PedLarge","False","Computer (AV)","Beobachter","0","largeGroups","hitAdults"
"JWB12","False","False","Observer","True","Computer (AV)","Beobachter","0","largeGroups","hitChildren"
"JWB12","False","False","Observer","True","Computer (AV)","Beobachter","23","smallGroups","hitAdults"
"MFW10","False","True","PedSmall","True","Computer (AV)","Fußgänger","57","smallGroups","hitAdults"
"MFW10","False","True","PedSmall","True","Computer (AV)","Fußgänger","60","largeGroups","hitAdults"
"CGM11","False","True","Observer","True","Computer (AV)","Beobachter","33","smallGroups","hitChildren"
"CGM11","False","True","Observer","True","Computer (AV)","Beobachter","16","largeGroups","hitChildren"
"ESK09","False","True","Passenger","True","Computer (AV)","Mitfahrer","35","smallGroups","hitChildren"
"ESK09","False","True","Passenger","True","Computer (AV)","Mitfahrer","27","largeGroups","hitChildren"
"GÖA04","False","True","Passenger","True","Computer (AV)","Mitfahrer","63","largeGroups","hitAdults"
"GÖA04","False","True","Passenger","True","Computer (AV)","Mitfahrer","63","smallGroups","hitChildren"
"SRH12","True","True","Passenger","True","Computer (AV)","Mitfahrer","5","smallGroups","hitChildren"
"SRH12","True","True","Passenger","True","Computer (AV)","Mitfahrer","0","largeGroups","hitChildren"
"MJM09","False","False","PedSmall","True","Mensch","Fußgänger","100","smallGroups","hitAdults"
"MJM09","False","False","PedSmall","True","Mensch","Fußgänger","100","largeGroups","hitAdults"
"UAB25","False","False","Observer","True","Mensch","Beobachter","78","largeGroups","hitAdults"
"UAB25","False","False","Observer","True","Mensch","Beobachter","11","smallGroups","hitChildren"
"SLP10","True","True","Observer","True","Computer (AV)","Beobachter","0","smallGroups","hitAdults"
"SLP10","True","True","Observer","True","Computer (AV)","Beobachter","0","largeGroups","hitAdults"
"MMD12","True","True","Passenger","True","Computer (AV)","Mitfahrer","100","smallGroups","hitAdults"
"MMD12","True","True","Passenger","True","Computer (AV)","Mitfahrer","84","largeGroups","hitAdults"
"CSE03","True","True","Observer","True","Mensch","Beobachter","4","smallGroups","hitChildren"
"CSE03","True","True","Observer","True","Mensch","Beobachter","16","largeGroups","hitChildren"
"MTG05","False","True","PedLarge","True","Computer (AV)","Beobachter","66","largeGroups","hitAdults"
"MTG05","False","True","PedLarge","True","Computer (AV)","Beobachter","66","smallGroups","hitAdults"
"ISK06","True","True","PedLarge","True","Computer (AV)","Fußgänger","100","largeGroups","hitAdults"
"ISK06","True","True","PedLarge","True","Computer (AV)","Fußgänger","100","smallGroups","hitAdults"
"SDP07","True","True","PedSmall","True","Computer (AV)","Fußgänger","32","smallGroups","hitAdults"
"SDP07","True","True","PedSmall","True","Computer (AV)","Fußgänger","73","largeGroups","hitChildren"
"ALD05","True","False","Observer","True","Mensch","Beobachter","32","largeGroups","hitAdults"
"ALD05","True","False","Observer","True","Mensch","Beobachter","50","smallGroups","hitAdults"
"MSO05","True","True","PedSmall","True","Computer (AV)","Fußgänger","71","smallGroups","hitAdults"
"MSO05","True","True","PedSmall","True","Computer (AV)","Fußgänger","38","largeGroups","hitAdults"
"UAH01","False","False","PedLarge","True","Mensch","Beobachter","21","smallGroups","hitChildren"
"UAH01","False","False","PedLarge","True","Mensch","Beobachter","5","largeGroups","hitAdults"
"BDE11","True","False","PedLarge","True","Mensch","Fußgänger","36","smallGroups","hitAdults"
"BDE11","True","False","PedLarge","True","Mensch","Fußgänger","34","largeGroups","hitAdults"
"MRM03","False","True","Passenger","True","Computer (AV)","Mitfahrer","16","largeGroups","hitChildren"
"MRM03","False","True","Passenger","True","Computer (AV)","Mitfahrer","23","smallGroups","hitChildren"
"ANV01","False","True","PedSmall","True","Computer (AV)","Fußgänger","5","smallGroups","hitChildren"
"ANV01","False","True","PedSmall","True","Computer (AV)","Fußgänger","72","largeGroups","hitChildren"
"UNT11","False","True","Passenger","True","Computer (AV)","Mitfahrer","83","largeGroups","hitAdults"
"UNT11","False","True","Passenger","True","Computer (AV)","Mitfahrer","80","smallGroups","hitAdults"
"CDG06","True","False","PedSmall","True","Mensch","Fußgänger","100","smallGroups","hitChildren"
"CDG06","True","False","PedSmall","True","Mensch","Fußgänger","100","largeGroups","hitChildren"
"RMC01","True","True","PedLarge","True","Computer (AV)","Beobachter","28","largeGroups","hitChildren"
"RMC01","True","True","PedLarge","True","Computer (AV)","Beobachter","35","smallGroups","hitAdults"
"DMO09","True","False","PedSmall","True","Mensch","Beobachter","72","largeGroups","hitAdults"
"DMO09","True","False","PedSmall","True","Mensch","Beobachter","100","smallGroups","hitChildren"
"EUH11","False","True","PedLarge","True","Computer (AV)","Fußgänger","7","largeGroups","hitAdults"
"EUH11","False","True","PedLarge","True","Computer (AV)","Fußgänger","51","smallGroups","hitAdults"
"GLF06","False","True","Observer","True","Computer (AV)","Beobachter","11","smallGroups","hitChildren"
"GLF06","False","True","Observer","True","Computer (AV)","Beobachter","18","largeGroups","hitChildren"
"CNP09","True","False","PedLarge","True","Mensch","Fußgänger","100","largeGroups","hitChildren"
"CNP09","True","False","PedLarge","True","Mensch","Fußgänger","100","smallGroups","hitAdults"
"KSS05","False","True","PedSmall","True","Computer (AV)","Beobachter","60","largeGroups","hitAdults"
"KSS05","False","True","PedSmall","True","Computer (AV)","Beobachter","24","smallGroups","hitAdults"
"POM09","False","False","PedLarge","True","Computer (AV)","Fußgänger","83","smallGroups","hitAdults"
"POM09","False","False","PedLarge","True","Computer (AV)","Fußgänger","0","largeGroups","hitChildren"
"IRB03","False","False","Passenger","True","Mensch","Beobachter","39","smallGroups","hitAdults"
"IRB03","False","False","Passenger","True","Mensch","Beobachter","33","largeGroups","hitAdults"
"MSO01","True","False","PedLarge","True","Mensch","Fußgänger","91","smallGroups","hitAdults"
"MSO01","True","False","PedLarge","True","Mensch","Fußgänger","73","largeGroups","hitAdults"
"BFH07","False","True","Passenger","True","Computer (AV)","Beobachter","100","smallGroups","hitAdults"
"BFH07","False","True","Passenger","True","Computer (AV)","Beobachter","100","largeGroups","hitAdults"
"BRW07","False","False","PedSmall","True","Mensch","Fußgänger","91","largeGroups","hitAdults"
"BRW07","False","False","PedSmall","True","Mensch","Fußgänger","79","smallGroups","hitAdults"
"GDB01","True","False","Observer","True","Mensch","Beobachter","62","smallGroups","hitAdults"
"GDB01","True","False","Observer","True","Mensch","Beobachter","82","largeGroups","hitAdults"
"CRO11","True","True","PedLarge","True","Computer (AV)","Fußgänger","12","largeGroups","hitChildren"
"CRO11","True","True","PedLarge","True","Computer (AV)","Fußgänger","34","smallGroups","hitChildren"
"AKV18","False","False","PedSmall","True","Mensch","Fußgänger","35","smallGroups","hitChildren"
"AKV18","False","False","PedSmall","True","Mensch","Fußgänger","26","largeGroups","hitChildren"
"ETO09","True","False","PedLarge","True","Mensch","Fußgänger","6","largeGroups","hitAdults"
"ETO09","True","False","PedLarge","True","Mensch","Fußgänger","10","smallGroups","hitAdults"
"FRB08","True","True","Passenger","True","Computer (AV)","Fußgänger","32","smallGroups","hitAdults"
"FRB08","True","True","Passenger","True","Computer (AV)","Fußgänger","15","largeGroups","hitAdults"
"SVK04","False","True","Observer","True","Computer (AV)","Mitfahrer","74","largeGroups","hitAdults"
"SVK04","False","True","Observer","True","Computer (AV)","Mitfahrer","90","smallGroups","hitAdults"
"BEH10","False","True","PedSmall","True","Computer (AV)","Beobachter","38","smallGroups","hitChildren"
"BEH10","False","True","PedSmall","True","Computer (AV)","Beobachter","36","largeGroups","hitChildren"
"END04","True","False","PedSmall","True","Mensch","Beobachter","78","largeGroups","hitAdults"
"END04","True","False","PedSmall","True","Mensch","Beobachter","97","smallGroups","hitAdults"
"KSR08","True","True","PedSmall","True","Computer (AV)","Beobachter","80","smallGroups","hitChildren"
"KSR08","True","True","PedSmall","True","Computer (AV)","Beobachter","100","largeGroups","hitChildren"
"ERS02","True","False","Passenger","True","Computer (AV)","Mitfahrer","80","largeGroups","hitAdults"
"ERS02","True","False","Passenger","True","Computer (AV)","Mitfahrer","88","smallGroups","hitAdults"
"KSW06","False","False","PedLarge","True","Mensch","Fußgänger","83","smallGroups","hitAdults"
"KSW06","False","False","PedLarge","True","Mensch","Fußgänger","91","largeGroups","hitAdults"
"MDO06","True","True","Observer","True","Mensch","Fußgänger","0","largeGroups","hitAdults"
"MDO06","True","True","Observer","True","Mensch","Fußgänger","23","smallGroups","hitAdults"
"GNM06","True","True","Passenger","True","Mensch","Beobachter","4","largeGroups","hitChildren"
"GNM06","True","True","Passenger","True","Mensch","Beobachter","50","smallGroups","hitChildren"
"MRR05","True","True","Observer","True","Computer (AV)","Beobachter","73","smallGroups","hitChildren"
"MRR05","True","True","Observer","True","Computer (AV)","Beobachter","8","largeGroups","hitAdults"
"VDG09","True","False","PedSmall","True","Mensch","Beobachter","28","smallGroups","hitAdults"
"VDG09","True","False","PedSmall","True","Mensch","Beobachter","88","largeGroups","hitChildren"
"UJB05","False","False","Observer","True","Mensch","Beobachter","10","smallGroups","hitAdults"
"UJB05","False","False","Observer","True","Mensch","Beobachter","30","largeGroups","hitChildren"
"ASS09","False","True","PedSmall","True","Computer (AV)","Fußgänger","59","smallGroups","hitAdults"
"ASS09","False","True","PedSmall","True","Computer (AV)","Fußgänger","63","largeGroups","hitAdults"
"BHL11","True","False","Passenger","True","Computer (AV)","Mitfahrer","20","largeGroups","hitAdults"
"BHL11","True","False","Passenger","True","Computer (AV)","Mitfahrer","34","smallGroups","hitAdults"
"GTH10","True","True","PedSmall","True","Computer (AV)","Beobachter","85","largeGroups","hitAdults"
"GTH10","True","True","PedSmall","True","Computer (AV)","Beobachter","0","smallGroups","hitAdults"
"BNL12","False","True","PedLarge","True","Computer (AV)","Fußgänger","50","smallGroups","hitAdults"
"BNL12","False","True","PedLarge","True","Computer (AV)","Fußgänger","73","largeGroups","hitAdults"
"RIO02","False","False","Observer","True","Mensch","Beobachter","72","smallGroups","hitChildren"
"RIO02","False","False","Observer","True","Mensch","Beobachter","74","largeGroups","hitChildren"
"CSS02","True","False","PedLarge","True","Computer (AV)","Fußgänger","27","largeGroups","hitChildren"
"CSS02","True","False","PedLarge","True","Computer (AV)","Fußgänger","30","smallGroups","hitChildren"
"MPW07","False","False","Passenger","False","Mensch","Mitfahrer","50","largeGroups","hitAdults"
"MPW07","False","False","Passenger","False","Mensch","Mitfahrer","87","smallGroups","hitAdults"
"MDI04","False","False","PedSmall","True","Mensch","Beobachter","64","largeGroups","hitChildren"
"MDI04","False","False","PedSmall","True","Mensch","Beobachter","64","smallGroups","hitChildren"
"KFD05","True","False","PedSmall","True","Computer (AV)","Fußgänger","11","smallGroups","hitAdults"
"KFD05","True","False","PedSmall","True","Computer (AV)","Fußgänger","19","largeGroups","hitAdults"
"PBD01","True","False","Passenger","True","Mensch","Beobachter","50","smallGroups","hitAdults"
"PBD01","True","False","Passenger","True","Mensch","Beobachter","61","largeGroups","hitChildren"
